编号,隶属关系,被评论者昵称,被评论者ID,昵称,用户ID,评论内容,发布时间,点赞数
14,二级评论,GameNoKamiSama,29604336,GameNoKamiSama,29604336,回复 @大狸子切切里 :谢谢回复，已摘要至清单，等开始时候可以都去了解下,2023-10-01 10:41,1
14,二级评论,GameNoKamiSama,29604336,Kun不会,432142568,就是移轴摄影啦，也可以手动做一个，上下高斯模糊一下中间清晰就可以了简单,2023-10-06 16:19,1
14,二级评论,GameNoKamiSama,29604336,丨无邪丨,70868625,回复 @大狸子切切里 :跪求2077的壁纸,2023-10-11 22:12,0
14,二级评论,GameNoKamiSama,29604336,大狸子切切里,471303350,用长焦拍摄（稍微长一点的），后期的时候上下边加一点虚化，做一下加速和调色就好啦,2023-09-29 12:37,25
14,二级评论,GameNoKamiSama,29604336,文明使用,445537635,整个世界都变成玩具？！辗转多地拍摄，玩转移轴摄影,2023-09-29 20:44,0
14,二级评论,GameNoKamiSama,29604336,文明使用,445537635,移轴摄影,2023-09-29 20:45,0
14,二级评论,GameNoKamiSama,29604336,剑客636,35271025,移轴,2023-10-01 03:15,0
14,二级评论,GameNoKamiSama,29604336,GameNoKamiSama,29604336,回复 @剑客636 :谢谢回复,2023-10-01 10:40,0
14,二级评论,GameNoKamiSama,29604336,GameNoKamiSama,29604336,回复 @文明使用 :谢谢回复,2023-10-01 10:40,0
14,二级评论,GameNoKamiSama,29604336,GameNoKamiSama,29604336,回复 @大狸子切切里 :谢谢回复，已摘要至清单，等开始时候可以都去了解下,2023-10-01 10:41,1
14,二级评论,GameNoKamiSama,29604336,Kun不会,432142568,就是移轴摄影啦，也可以手动做一个，上下高斯模糊一下中间清晰就可以了简单,2023-10-06 16:19,1
14,二级评论,GameNoKamiSama,29604336,丨无邪丨,70868625,回复 @大狸子切切里 :跪求2077的壁纸,2023-10-11 22:12,0
14,二级评论,GameNoKamiSama,29604336,大狸子切切里,471303350,用长焦拍摄（稍微长一点的），后期的时候上下边加一点虚化，做一下加速和调色就好啦,2023-09-29 12:37,25
14,二级评论,GameNoKamiSama,29604336,文明使用,445537635,整个世界都变成玩具？！辗转多地拍摄，玩转移轴摄影,2023-09-29 20:44,0
14,二级评论,GameNoKamiSama,29604336,文明使用,445537635,移轴摄影,2023-09-29 20:45,0
14,二级评论,GameNoKamiSama,29604336,剑客636,35271025,移轴,2023-10-01 03:15,0
14,二级评论,GameNoKamiSama,29604336,GameNoKamiSama,29604336,回复 @剑客636 :谢谢回复,2023-10-01 10:40,0
14,二级评论,GameNoKamiSama,29604336,GameNoKamiSama,29604336,回复 @文明使用 :谢谢回复,2023-10-01 10:40,0
14,二级评论,GameNoKamiSama,29604336,GameNoKamiSama,29604336,回复 @大狸子切切里 :谢谢回复，已摘要至清单，等开始时候可以都去了解下,2023-10-01 10:41,1
14,二级评论,GameNoKamiSama,29604336,Kun不会,432142568,就是移轴摄影啦，也可以手动做一个，上下高斯模糊一下中间清晰就可以了简单,2023-10-06 16:19,1
14,二级评论,GameNoKamiSama,29604336,丨无邪丨,70868625,回复 @大狸子切切里 :跪求2077的壁纸,2023-10-11 22:12,0
15,一级评论,up主,up主,宫脇咲良MiYaWaKi,1373261643,笔记原色真的很好看,2023-09-30 16:48,6
15,二级评论,宫脇咲良MiYaWaKi,1373261643,深林小叶,484545261,为啥你拍出来这么好看,2024-01-04 19:32,0
16,一级评论,up主,up主,爱跑步的含,2067852213,屏幕和重量是手机最直观的感受,2023-09-29 09:06,201
16,二级评论,爱跑步的含,2067852213,又要起昵称啊,1531337,你是说60hz吗,2023-09-29 09:08,37
16,二级评论,爱跑步的含,2067852213,巧脆,93715212,回复 @又要起昵称啊 :60hz“自适应”高刷,2023-09-29 09:16,36
16,二级评论,爱跑步的含,2067852213,Marilynmans,430906325,回复 @又要起昵称啊 :不是果粉，但还是要说一句，我跟我同事交换使用，他安卓120hz，我iPhone60hz，浏览同一个页面，两个人都没感觉出来有啥区别。,2023-09-29 09:31,8
16,二级评论,爱跑步的含,2067852213,Marilynmans,430906325,回复 @又要起昵称啊 :甚至iPhone的系统优势，图片往往都先加载出来,2023-09-29 09:34,5
16,二级评论,爱跑步的含,2067852213,Marilynmans,430906325,回复 @又要起昵称啊 :但是你要说平板的60和120我又嫩感受出来，说白了还是手机屏幕太小了，感知不强,2023-09-29 09:36,8
16,二级评论,爱跑步的含,2067852213,FutureYunOS,1817633527,回复 @巧脆 :人家只是想说60hz和120hz他感觉有区别 但是60hz并没有带来不适 你在猴急什么,2023-09-29 09:51,2
16,二级评论,爱跑步的含,2067852213,楼塌了自个儿不游戏了,18283074,回复 @Marilynmans :系统优势？不是一般都信号不好，图片要半天才出来么？,2023-09-29 09:53,10
16,二级评论,爱跑步的含,2067852213,巧脆,93715212,回复 @鞠12 :也不知道是谁急了,2023-09-29 09:55,1
16,二级评论,爱跑步的含,2067852213,masami可爱,399365218,回復 @楼塌了自个儿不游戏了 :你没用过吗,2023-09-29 10:05,0
16,二级评论,爱跑步的含,2067852213,寒鸦栖复惊丶丶,2561254,回复 @鞠12 :他自从用手机就是120刷新，和我们一直60的不是一个等级,2023-09-29 10:06,0
16,二级评论,爱跑步的含,2067852213,又要起昵称啊,1531337,你是说60hz吗,2023-09-29 09:08,37
16,二级评论,爱跑步的含,2067852213,巧脆,93715212,回复 @又要起昵称啊 :60hz“自适应”高刷,2023-09-29 09:16,36
16,二级评论,爱跑步的含,2067852213,Marilynmans,430906325,回复 @又要起昵称啊 :不是果粉，但还是要说一句，我跟我同事交换使用，他安卓120hz，我iPhone60hz，浏览同一个页面，两个人都没感觉出来有啥区别。,2023-09-29 09:31,8
16,二级评论,爱跑步的含,2067852213,Marilynmans,430906325,回复 @又要起昵称啊 :甚至iPhone的系统优势，图片往往都先加载出来,2023-09-29 09:34,5
16,二级评论,爱跑步的含,2067852213,Marilynmans,430906325,回复 @又要起昵称啊 :但是你要说平板的60和120我又嫩感受出来，说白了还是手机屏幕太小了，感知不强,2023-09-29 09:36,8
16,二级评论,爱跑步的含,2067852213,FutureYunOS,1817633527,回复 @巧脆 :人家只是想说60hz和120hz他感觉有区别 但是60hz并没有带来不适 你在猴急什么,2023-09-29 09:51,2
16,二级评论,爱跑步的含,2067852213,楼塌了自个儿不游戏了,18283074,回复 @Marilynmans :系统优势？不是一般都信号不好，图片要半天才出来么？,2023-09-29 09:53,10
16,二级评论,爱跑步的含,2067852213,巧脆,93715212,回复 @鞠12 :也不知道是谁急了,2023-09-29 09:55,1
16,二级评论,爱跑步的含,2067852213,masami可爱,399365218,回復 @楼塌了自个儿不游戏了 :你没用过吗,2023-09-29 10:05,0
16,二级评论,爱跑步的含,2067852213,寒鸦栖复惊丶丶,2561254,回复 @鞠12 :他自从用手机就是120刷新，和我们一直60的不是一个等级,2023-09-29 10:06,0
16,二级评论,爱跑步的含,2067852213,又要起昵称啊,1531337,你是说60hz吗,2023-09-29 09:08,37
16,二级评论,爱跑步的含,2067852213,巧脆,93715212,回复 @又要起昵称啊 :60hz“自适应”高刷,2023-09-29 09:16,36
16,二级评论,爱跑步的含,2067852213,Marilynmans,430906325,回复 @又要起昵称啊 :不是果粉，但还是要说一句，我跟我同事交换使用，他安卓120hz，我iPhone60hz，浏览同一个页面，两个人都没感觉出来有啥区别。,2023-09-29 09:31,8
16,二级评论,爱跑步的含,2067852213,Marilynmans,430906325,回复 @又要起昵称啊 :甚至iPhone的系统优势，图片往往都先加载出来,2023-09-29 09:34,5
16,二级评论,爱跑步的含,2067852213,Marilynmans,430906325,回复 @又要起昵称啊 :但是你要说平板的60和120我又嫩感受出来，说白了还是手机屏幕太小了，感知不强,2023-09-29 09:36,8
16,二级评论,爱跑步的含,2067852213,FutureYunOS,1817633527,回复 @巧脆 :人家只是想说60hz和120hz他感觉有区别 但是60hz并没有带来不适 你在猴急什么,2023-09-29 09:51,2
16,二级评论,爱跑步的含,2067852213,楼塌了自个儿不游戏了,18283074,回复 @Marilynmans :系统优势？不是一般都信号不好，图片要半天才出来么？,2023-09-29 09:53,10
16,二级评论,爱跑步的含,2067852213,巧脆,93715212,回复 @鞠12 :也不知道是谁急了,2023-09-29 09:55,1
16,二级评论,爱跑步的含,2067852213,masami可爱,399365218,回復 @楼塌了自个儿不游戏了 :你没用过吗,2023-09-29 10:05,0
16,二级评论,爱跑步的含,2067852213,寒鸦栖复惊丶丶,2561254,回复 @鞠12 :他自从用手机就是120刷新，和我们一直60的不是一个等级,2023-09-29 10:06,0
17,一级评论,up主,up主,半夏August,23113207,所以15pro的2400w和4800w的pro raw max到底哪个画质好呢,2023-09-29 09:40,33
17,二级评论,半夏August,23113207,大狸子切切里,471303350,白天条件好的时候4800w画质好,2023-09-29 09:45,4
17,二级评论,半夏August,23113207,半夏August,23113207,回复 @大狸子切切里 : 貌似4800w高光压制不太行,2023-09-29 10:24,0
17,二级评论,半夏August,23113207,月FantasXV,10885409,2400替代了原来的1200成为默认，4800压缩格式拍照不能使用夜景模式，会不起作用。pro raw适合后期有调色需求时启用，负责没有必要开启这种百兆的无损格式。,2023-09-29 10:50,3
17,二级评论,半夏August,23113207,AlexTaylor615,147075768,说实话都一般般放大糊，HDR不错,2023-09-29 11:34,0
17,二级评论,半夏August,23113207,枫辂,2321358,不必纠结，那点玩意四舍五入等于没差别,2023-09-30 20:59,0
17,二级评论,半夏August,23113207,坐看云影依旧,291868596,回复 @月FantasXV :标准版能拍摄4800万像素的照片吗,2023-09-30 21:51,0
17,二级评论,半夏August,23113207,月FantasXV,10885409,回复 @坐看云影依旧 :可以，15标准版支持1200w、2400w和4800w（无损和压缩格式）。,2023-10-01 01:35,0
17,二级评论,半夏August,23113207,大狸子切切里,471303350,白天条件好的时候4800w画质好,2023-09-29 09:45,4
17,二级评论,半夏August,23113207,半夏August,23113207,回复 @大狸子切切里 : 貌似4800w高光压制不太行,2023-09-29 10:24,0
17,二级评论,半夏August,23113207,月FantasXV,10885409,2400替代了原来的1200成为默认，4800压缩格式拍照不能使用夜景模式，会不起作用。pro raw适合后期有调色需求时启用，负责没有必要开启这种百兆的无损格式。,2023-09-29 10:50,3
17,二级评论,半夏August,23113207,AlexTaylor615,147075768,说实话都一般般放大糊，HDR不错,2023-09-29 11:34,0
17,二级评论,半夏August,23113207,枫辂,2321358,不必纠结，那点玩意四舍五入等于没差别,2023-09-30 20:59,0
17,二级评论,半夏August,23113207,坐看云影依旧,291868596,回复 @月FantasXV :标准版能拍摄4800万像素的照片吗,2023-09-30 21:51,0
17,二级评论,半夏August,23113207,月FantasXV,10885409,回复 @坐看云影依旧 :可以，15标准版支持1200w、2400w和4800w（无损和压缩格式）。,2023-10-01 01:35,0
17,二级评论,半夏August,23113207,大狸子切切里,471303350,白天条件好的时候4800w画质好,2023-09-29 09:45,4
17,二级评论,半夏August,23113207,半夏August,23113207,回复 @大狸子切切里 : 貌似4800w高光压制不太行,2023-09-29 10:24,0
17,二级评论,半夏August,23113207,月FantasXV,10885409,2400替代了原来的1200成为默认，4800压缩格式拍照不能使用夜景模式，会不起作用。pro raw适合后期有调色需求时启用，负责没有必要开启这种百兆的无损格式。,2023-09-29 10:50,3
17,二级评论,半夏August,23113207,AlexTaylor615,147075768,说实话都一般般放大糊，HDR不错,2023-09-29 11:34,0
17,二级评论,半夏August,23113207,枫辂,2321358,不必纠结，那点玩意四舍五入等于没差别,2023-09-30 20:59,0
17,二级评论,半夏August,23113207,坐看云影依旧,291868596,回复 @月FantasXV :标准版能拍摄4800万像素的照片吗,2023-09-30 21:51,0
17,二级评论,半夏August,23113207,月FantasXV,10885409,回复 @坐看云影依旧 :可以，15标准版支持1200w、2400w和4800w（无损和压缩格式）。,2023-10-01 01:35,0
18,一级评论,up主,up主,litootoo,98508658,拍照能不能关掉那个什么9张融合的功能？如果关不掉是不是以前的高速连拍就没了,2023-09-29 16:56,22
18,二级评论,litootoo,98508658,大狸子切切里,471303350,能调到12mp，就和以前一样了。另外24mp不影响连拍，如果按的快也会自动降低到12mp,2023-09-29 18:54,3
18,二级评论,litootoo,98508658,litootoo,98508658,回复 @大狸子切切里 :哇up回我了，好棒,2023-09-29 22:19,0
19,一级评论,up主,up主,叫我彦祖咯,351645422,手持15Pro，不玩大型游戏，平时使用玩玩金铲铲感觉不到发热，不过充电的时候能明显感觉发热,2023-09-29 09:37,25
19,二级评论,叫我彦祖咯,351645422,阿尔比雷欧,355441,遥遥领先,2023-09-29 10:18,1
19,二级评论,叫我彦祖咯,351645422,B站专业投币侠,1658787,所有手机充电都会热,2023-09-29 16:37,2
19,二级评论,叫我彦祖咯,351645422,季星GissIng,232580874,苹果手机充电普遍发热严重，安卓机就没有这种情况,2023-09-29 23:00,3
19,二级评论,叫我彦祖咯,351645422,降小然,52817458,回复 @季星GissIng : 安卓机没有这种情况？什么年纪啊，放这种屁都不怕塞牙的吗,2023-09-30 00:05,9
19,二级评论,叫我彦祖咯,351645422,MidnightRa1n,635163173,回复 @季星GissIng :还有充电不发热的？ 你可能用的是翻盖机,2023-09-30 02:00,1
19,二级评论,叫我彦祖咯,351645422,夏婉安め,3493087626135612,哪里发热了？这么多年都是这么烫，不要睁着眼睛乱说，烂果很难的…哪里降亮度了？有时候多找找自己原因，这么多年了眼睛有没有适应，有没有认真反思？                                                                  某佳琦,2023-09-30 08:03,6
19,二级评论,叫我彦祖咯,351645422,泥泞这名字好难,661007289,回复 @降小然 :发热没有苹果严重,2023-09-30 09:30,0
19,二级评论,叫我彦祖咯,351645422,枫茗玘,43806995,可是我M1平板玩金铲铲很烫，其他游戏都没这么烫，不知道怎么回事,2023-09-30 12:58,0
19,二级评论,叫我彦祖咯,351645422,小迟ね,496570544,回复 @季星GissIng :哥们你用的什么外星科技,2023-09-30 16:58,0
19,二级评论,叫我彦祖咯,351645422,苏莲空,2196321,回复 @季星GissIng :安卓也会烫的 虽然是90w 120w 苹果这个20w烫是真的有点离谱了,2023-09-30 20:21,1
19,二级评论,叫我彦祖咯,351645422,阿尔比雷欧,355441,遥遥领先,2023-09-29 10:18,1
19,二级评论,叫我彦祖咯,351645422,B站专业投币侠,1658787,所有手机充电都会热,2023-09-29 16:37,2
19,二级评论,叫我彦祖咯,351645422,季星GissIng,232580874,苹果手机充电普遍发热严重，安卓机就没有这种情况,2023-09-29 23:00,3
19,二级评论,叫我彦祖咯,351645422,降小然,52817458,回复 @季星GissIng : 安卓机没有这种情况？什么年纪啊，放这种屁都不怕塞牙的吗,2023-09-30 00:05,9
19,二级评论,叫我彦祖咯,351645422,MidnightRa1n,635163173,回复 @季星GissIng :还有充电不发热的？ 你可能用的是翻盖机,2023-09-30 02:00,1
19,二级评论,叫我彦祖咯,351645422,夏婉安め,3493087626135612,哪里发热了？这么多年都是这么烫，不要睁着眼睛乱说，烂果很难的…哪里降亮度了？有时候多找找自己原因，这么多年了眼睛有没有适应，有没有认真反思？                                                                  某佳琦,2023-09-30 08:03,6
19,二级评论,叫我彦祖咯,351645422,泥泞这名字好难,661007289,回复 @降小然 :发热没有苹果严重,2023-09-30 09:30,0
19,二级评论,叫我彦祖咯,351645422,枫茗玘,43806995,可是我M1平板玩金铲铲很烫，其他游戏都没这么烫，不知道怎么回事,2023-09-30 12:58,0
19,二级评论,叫我彦祖咯,351645422,小迟ね,496570544,回复 @季星GissIng :哥们你用的什么外星科技,2023-09-30 16:58,0
19,二级评论,叫我彦祖咯,351645422,苏莲空,2196321,回复 @季星GissIng :安卓也会烫的 虽然是90w 120w 苹果这个20w烫是真的有点离谱了,2023-09-30 20:21,1
19,二级评论,叫我彦祖咯,351645422,阿尔比雷欧,355441,遥遥领先,2023-09-29 10:18,1
19,二级评论,叫我彦祖咯,351645422,B站专业投币侠,1658787,所有手机充电都会热,2023-09-29 16:37,2
19,二级评论,叫我彦祖咯,351645422,季星GissIng,232580874,苹果手机充电普遍发热严重，安卓机就没有这种情况,2023-09-29 23:00,3
19,二级评论,叫我彦祖咯,351645422,降小然,52817458,回复 @季星GissIng : 安卓机没有这种情况？什么年纪啊，放这种屁都不怕塞牙的吗,2023-09-30 00:05,9
19,二级评论,叫我彦祖咯,351645422,MidnightRa1n,635163173,回复 @季星GissIng :还有充电不发热的？ 你可能用的是翻盖机,2023-09-30 02:00,1
19,二级评论,叫我彦祖咯,351645422,夏婉安め,3493087626135612,哪里发热了？这么多年都是这么烫，不要睁着眼睛乱说，烂果很难的…哪里降亮度了？有时候多找找自己原因，这么多年了眼睛有没有适应，有没有认真反思？                                                                  某佳琦,2023-09-30 08:03,6
19,二级评论,叫我彦祖咯,351645422,泥泞这名字好难,661007289,回复 @降小然 :发热没有苹果严重,2023-09-30 09:30,0
19,二级评论,叫我彦祖咯,351645422,枫茗玘,43806995,可是我M1平板玩金铲铲很烫，其他游戏都没这么烫，不知道怎么回事,2023-09-30 12:58,0
19,二级评论,叫我彦祖咯,351645422,小迟ね,496570544,回复 @季星GissIng :哥们你用的什么外星科技,2023-09-30 16:58,0
19,二级评论,叫我彦祖咯,351645422,苏莲空,2196321,回复 @季星GissIng :安卓也会烫的 虽然是90w 120w 苹果这个20w烫是真的有点离谱了,2023-09-30 20:21,1
20,一级评论,up主,up主,史丹利之预言,10839765,笔记这不直接walkin的么…我这个预购的甚至比他们现场排队的拿到的还晚，就离谱…我真不知道国内都是谁在抢,2023-09-29 09:27,80
20,二级评论,史丹利之预言,10839765,issyake,6467687,上海现货苹果店里只能偶尔抢到15p蓝色，其他色一直都是没货的,2023-09-29 09:33,0
20,二级评论,史丹利之预言,10839765,阿尔比雷欧,355441,你猜为啥黄牛亏成马,2023-09-29 10:14,3
20,二级评论,史丹利之预言,10839765,史丹利之预言,10839765,回复 @issyake :这里真的是随便买，尤其是第一天发售，全系有现货,2023-09-29 10:45,2
20,二级评论,史丹利之预言,10839765,不熟已忘,24728732,线下蓝色有货，但是不想要蓝色，等等双十一,2023-09-29 10:49,0
20,二级评论,史丹利之预言,10839765,EDMchZ,95648542,回复 @史丹利之预言 :哪个城市啊，渥太华蒙特利尔网上看promax原色全没货,2023-09-29 11:04,0
20,二级评论,史丹利之预言,10839765,槑孒OAO,1570672901,网购平台不都有货吗？非得到官网或苹果店抢吗？,2023-09-29 11:09,0
20,二级评论,史丹利之预言,10839765,自古红颜活不久,14681149,回复 @issyake :我看环球港和南京东路五角场这几家店蓝色pro是天天都有货,2023-09-29 11:12,0
20,二级评论,史丹利之预言,10839765,史丹利之预言,10839765,回复 @EDMchZ :埃德蒙顿,2023-09-29 11:14,0
20,二级评论,史丹利之预言,10839765,史丹利之预言,10839765,回复 @EDMchZ :现在不知道了，22号当天所有颜色线下都能排的到，甚至没多少人排,2023-09-29 11:16,0
20,二级评论,史丹利之预言,10839765,史丹利之预言,10839765,回复 @旺财来福和俄罗斯 :不喜欢在网购平台买啊苹果的产品还是喜欢去店里,2023-09-29 11:17,0
20,二级评论,史丹利之预言,10839765,issyake,6467687,上海现货苹果店里只能偶尔抢到15p蓝色，其他色一直都是没货的,2023-09-29 09:33,0
20,二级评论,史丹利之预言,10839765,阿尔比雷欧,355441,你猜为啥黄牛亏成马,2023-09-29 10:14,3
20,二级评论,史丹利之预言,10839765,史丹利之预言,10839765,回复 @issyake :这里真的是随便买，尤其是第一天发售，全系有现货,2023-09-29 10:45,2
20,二级评论,史丹利之预言,10839765,不熟已忘,24728732,线下蓝色有货，但是不想要蓝色，等等双十一,2023-09-29 10:49,0
20,二级评论,史丹利之预言,10839765,EDMchZ,95648542,回复 @史丹利之预言 :哪个城市啊，渥太华蒙特利尔网上看promax原色全没货,2023-09-29 11:04,0
20,二级评论,史丹利之预言,10839765,槑孒OAO,1570672901,网购平台不都有货吗？非得到官网或苹果店抢吗？,2023-09-29 11:09,0
20,二级评论,史丹利之预言,10839765,自古红颜活不久,14681149,回复 @issyake :我看环球港和南京东路五角场这几家店蓝色pro是天天都有货,2023-09-29 11:12,0
20,二级评论,史丹利之预言,10839765,史丹利之预言,10839765,回复 @EDMchZ :埃德蒙顿,2023-09-29 11:14,0
20,二级评论,史丹利之预言,10839765,史丹利之预言,10839765,回复 @EDMchZ :现在不知道了，22号当天所有颜色线下都能排的到，甚至没多少人排,2023-09-29 11:16,0
20,二级评论,史丹利之预言,10839765,史丹利之预言,10839765,回复 @旺财来福和俄罗斯 :不喜欢在网购平台买啊苹果的产品还是喜欢去店里,2023-09-29 11:17,0
